,Job Title,min salary,max,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply
150,Data Analyst,43000.00,76000.00,"New York, NY","New York, NY",10000+ employees,1841,Hospital,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),"NewYork-Presbyterian Hospital, Northwell Health",-1
151,Healthcare Data/Reporting Analyst,43000.00,76000.00,"New York, NY","New York, NY",51 to 200 employees,2013,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Honor, HomeHero",-1
152,Data Analyst I - Geriatrics and Palliative Care,43000.00,76000.00,"New York, NY","New York, NY",10000+ employees,2013,Hospital,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,-1
153,Data Analyst,43000.00,76000.00,"New York, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1
154,Data Analyst/Rochade,43000.00,76000.00,"New York, NY","Dublin, OH",51 to 200 employees,1992,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,-1
155,"Data Analyst, Revenue Analytics",43000.00,76000.00,"New York, NY","Bloomingdale, IL",201 to 500 employees,-1,Company - Private,-1,-1,$25 to $50 million (USD),-1,-1
156,Data Analyst,43000.00,76000.00,"New York, NY","New York, NY",51 to 200 employees,1977,Nonprofit Organization,Social Assistance,Non-Profit,$10 to $25 million (USD),-1,-1
157,Data Analyst,43000.00,76000.00,"New York, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1
158,"Data Analyst II, Division of Gastroenterology (Research)",43000.00,76000.00,"New York, NY","New York, NY",10000+ employees,2013,Hospital,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,-1
159,"Data Analyst, Student Success Program",43000.00,76000.00,"New York, NY","New York, NY",201 to 500 employees,2009,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),-1,-1
160,Big Data QA Analyst with Jupyter notebook,43000.00,76000.00,"Newark, NJ","Louisville, KY",51 to 200 employees,-1,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$10 to $25 million (USD),-1,-1
161,"Analyst, Data Centers Industry",43000.00,76000.00,"New York, NY","New York, NY",201 to 500 employees,2000,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,"Gartner, Forrester, IDC",-1
162,Data Analyst,43000.00,76000.00,"New York, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1
163,Financial - Data Analyst,43000.00,76000.00,"New York, NY","New York, NY",51 to 200 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1
164,Data Analyst with Data Scanning and Profiling,43000.00,76000.00,"New York, NY","Dublin, OH",51 to 200 employees,1992,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,-1
165,Business Analyst - Data Governance,43000.00,76000.00,"New York, NY","New York, NY",1001 to 5000 employees,1998,Subsidiary or Business Segment,Video Games,Media,$10 to $25 million (USD),-1,-1
166,Data Analyst - Health Economist,43000.00,76000.00,"New York, NY","New York, NY",1 to 50 employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1
167,Lead Data Insights Analyst,43000.00,76000.00,"Brooklyn, NY","New York, NY",Unknown,-1,Unknown,-1,-1,Unknown / Non-Applicable,-1,-1
168,Research Analyst (Data Science),43000.00,76000.00,"New York, NY","Washington, DC",501 to 1000 employees,1984,Company - Private,Consulting,Business Services,$100 to $500 million (USD),"Edelman, Burson-Marsteller, FleishmanHillard",-1
169,Data Management Analyst,43000.00,76000.00,"Brooklyn, NY","Brooklyn, NY",201 to 500 employees,1886,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),-1,-1
170,Business Analyst / Data Analyst,43000.00,76000.00,"Weehawken, NJ","Princeton, NJ",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,-1
171,Healthcare Data/Reporting Analyst,43000.00,76000.00,"New York, NY","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1
172,Clinical Data Analyst,43000.00,76000.00,"New York, NY","New York, NY",1 to 50 employees,-1,Nonprofit Organization,-1,-1,$10 to $25 million (USD),-1,-1
173,Sr. Data Profiling Analyst,43000.00,76000.00,"New York, NY","Zurich, Switzerland",10000+ employees,1862,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),"Deutsche Bank, Credit Suisse, Morgan Stanley",-1
174,"Data Analytics Analyst or Associate, Cowen Sustainable Investments",43000.00,76000.00,"New York, NY","West Hartford, CT",1 to 50 employees,-1,Unknown,-1,-1,Unknown / Non-Applicable,-1,-1
175,Data Analyst,43000.00,76000.00,"Haworth, NJ","Orlando, FL",501 to 1000 employees,1999,Company - Private,Consulting,Business Services,$50 to $100 million (USD),"Appen, Lionbridge",-1
176,Data Analyst,43000.00,76000.00,"Fort Lee, NJ","Fort Lee, NJ",201 to 500 employees,2008,Company - Private,Banks & Credit Unions,Finance,$50 to $100 million (USD),-1,-1
177,"Sr. Data Analyst, Revenue Analytics, Peacock",43000.00,76000.00,"New York, NY","New York, NY",10000+ employees,1906,Company - Public,TV Broadcast & Cable Networks,Media,$10+ billion (USD),-1,-1
178,Data Analyst,43000.00,76000.00,"New York, NY","New York, NY",1 to 50 employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1
179,Data Analyst,43000.00,76000.00,"New York, NY","New York, NY",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1
180,Data Analyst - Data Cataloging / Data Profiling,43000.00,76000.00,"New York, NY","Saint Louis, MO",1001 to 5000 employees,1998,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD),-1,-1
181,Data/Report Analyst,60000.00,110000.00,"New York, NY","Plainsboro, NJ",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,-1
182,Data Analyst,60000.00,110000.00,"New York, NY","New York, NY",201 to 500 employees,2012,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,-1
183,Human Capital Data Analyst,60000.00,110000.00,"New York, NY","New York, NY",201 to 500 employees,2004,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,"Beacon Hill Staffing Group, PageGroup, Solomon Page",-1
184,GIS Data analyst,60000.00,110000.00,"New York, NY","Somerset, NJ",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,TRUE
185,Junior Data Analytics Solutions Analyst,60000.00,110000.00,"New York, NY","Alexandria, VA",51 to 200 employees,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,-1
186,Data Analyst,60000.00,110000.00,"Jersey City, NJ",-1,-1,-1,-1,-1,-1,-1,-1,-1
187,Data Analyst w/Capital Markets,60000.00,110000.00,"Jersey City, NJ","Tarrytown, NY",51 to 200 employees,1981,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,-1
188,"VP, Research Project Analyst/Data Management",60000.00,110000.00,"New York, NY","New York, NY",10000+ employees,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,-1
189,Food Data Analyst,60000.00,110000.00,"New York, NY","New York, NY",201 to 500 employees,-1,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),-1,-1
190,Data Management Analyst,60000.00,110000.00,"New York, NY","Hauppauge, NY",201 to 500 employees,1969,Company - Public,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,-1
191,Data Governance Analyst,60000.00,110000.00,"Weehawken, NJ","Zurich, Switzerland",10000+ employees,1862,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),"Deutsche Bank, Credit Suisse, Morgan Stanley",-1
192,"Data Analyst, Enterprise Analytics",60000.00,110000.00,"New York, NY","New York, NY",1001 to 5000 employees,1993,Company - Public,Video Games,Media,$1 to $2 billion (USD),"Activision Blizzard, Electronic Arts",-1
193,Data Analytics Solutions Analyst - Mid with Security Clearance,60000.00,110000.00,"New York, NY","Alexandria, VA",51 to 200 employees,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,-1
194,Data Analyst Assistant,60000.00,110000.00,"Newark, NJ",-1,-1,-1,-1,-1,-1,-1,-1,-1
195,Investment Management Summer Analyst Program - Office of COO: Data & Analytics,60000.00,110000.00,"New York, NY","New York, NY",10000+ employees,1935,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,-1
196,Data Collection Analyst,60000.00,110000.00,"New York, NY","New York, NY",501 to 1000 employees,2003,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1
197,Data Collection Analyst,60000.00,110000.00,"New York, NY","New York, NY",5001 to 10000 employees,-1,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,-1
198,Sr Business /Data Analyst- Reference data,60000.00,110000.00,"Jersey City, NJ","Sunnyvale, CA",1001 to 5000 employees,1990,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"Persistent Systems (India), GlobalLogic, Synechron",-1
199,Data Analyst,60000.00,110000.00,"South Plainfield, NJ","Allentown, PA",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1
200,Data Analyst,60000.00,110000.00,"New York, NY","Bronx, NY",10000+ employees,1884,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),-1,-1
201,Data Analyst / Scientist,60000.00,110000.00,"New York, NY","Frisco, TX",1 to 50 employees,-1,Company - Private,Consulting,Business Services,Less than $1 million (USD),-1,-1
202,Data Analyst - Regulatory Reporting,60000.00,110000.00,"New York, NY","Moore, OK",1 to 50 employees,-1,Company - Private,General Repair & Maintenance,"Construction, Repair & Maintenance",$1 to $5 million (USD),-1,-1
203,Data Reporting Analyst,60000.00,110000.00,"New York, NY","New York, NY",201 to 500 employees,1971,Nonprofit Organization,Social Assistance,Non-Profit,Unknown / Non-Applicable,-1,-1
204,Data Governance Analyst,60000.00,110000.00,"New York, NY","Bethesda, MD",1 to 50 employees,1996,Company - Private,Architectural & Engineering Services,Business Services,$1 to $5 million (USD),-1,-1
205,Data Analyst,60000.00,110000.00,"New York, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1
206,Data Analyst (6-12 Month Contract-Remote),60000.00,110000.00,"New York, NY","New York, NY",1 to 50 employees,-1,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1,-1
207,"Principal Data Analyst, LATAM – Disney Streaming Services",60000.00,110000.00,"New York, NY","New York, NY",501 to 1000 employees,2018,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1
208,Data Analyst- Win 10 Migration- NYC,60000.00,110000.00,"New York, NY","New York, NY",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,TRUE
209,Data Analyst (35 hours/week),60000.00,110000.00,"New York, NY","Brooklyn, NY",201 to 500 employees,1989,Nonprofit Organization,Social Assistance,Non-Profit,$10 to $25 million (USD),-1,-1
210,Tech Business/Data Analyst,60000.00,110000.00,"New York, NY","New York, NY",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1,-1
211,Data Analyst,41000.00,78000.00,"New York, NY","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
212,"Data Analyst, Financial Services",41000.00,78000.00,"New York, NY","New York, NY",51 to 200 employees,2012,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,-1,-1
213,"Enterprise Data, Financial Data Analyst - Content Design Specialist Contractor",41000.00,78000.00,"New York, NY","New York, NY",10000+ employees,1981,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Google, Goldman Sachs, Thomson Reuters",-1
214,Data Analyst,41000.00,78000.00,"New York, NY","Newark, CA",51 to 200 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,-1
215,Data Analyst,41000.00,78000.00,"Bronx, NY","Bronx, NY",1001 to 5000 employees,1966,Nonprofit Organization,Social Assistance,Non-Profit,$100 to $500 million (USD),-1,-1
216,Data Analyst,41000.00,78000.00,"New York, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1
217,Data Remediation Analyst-EK020719A/JL,41000.00,78000.00,"New York, NY","New York, NY",1 to 50 employees,1968,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,-1
218,Business Analyst - Chief Data Office,41000.00,78000.00,"New York, NY","New York, NY",10000+ employees,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,-1
219,"Senior Analyst, Data Instrumentation & Quality (Disney+)",41000.00,78000.00,"New York, NY","Burbank, CA",10000+ employees,1923,Company - Public,Motion Picture Production & Distribution,Media,$10+ billion (USD),"News Corp, WarnerMedia, NBCUniversal",-1
220,Sr. Data Analyst,41000.00,78000.00,"New York, NY","Tokyo, Japan",10000+ employees,1967,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Capgemini, Accenture, Deloitte",-1
221,Big Data Programmer Analyst,41000.00,78000.00,"Jersey City, NJ","Hauppauge, NY",201 to 500 employees,1969,Company - Public,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,-1
222,Lead Data Analyst,41000.00,78000.00,"New York, NY","Braga, Portugal",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1
223,Data Analyst,41000.00,78000.00,"Little Ferry, NJ","Little Ferry, NJ",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,-1
224,Data Governance Analyst,41000.00,78000.00,"New York, NY","New York, NY",501 to 1000 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,-1
225,Client Service Data Analyst,41000.00,78000.00,"New York, NY","New York, NY",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1
226,Financial Data Analyst - Accounting - D3529,41000.00,78000.00,"New York, NY","New York, NY",1 to 50 employees,1981,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,-1
227,Data / Business Analyst (SQL/Tableau),41000.00,78000.00,"New York, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1
228,"Data Processing & Performance Analyst New York, NY",41000.00,78000.00,"New York, NY","Richmond, VA",10000+ employees,1859,Company - Public,Security Services,Business Services,$2 to $5 billion (USD),"G4S, Loomis, GardaWorld",-1
229,Data Analyst,41000.00,78000.00,"Newark, NJ","Rockaway, NJ",201 to 500 employees,1996,Company - Public,IT Services,Information Technology,$10 to $25 million (USD),-1,-1
230,Data Analyst,41000.00,78000.00,"New York, NY","Irvine, CA",51 to 200 employees,1990,Company - Private,Video Games,Media,Unknown / Non-Applicable,-1,-1
231,Data Analyst-Junior Profiles also works-Only NY/NJ Candidates Please on w2 Only,41000.00,78000.00,"Jersey City, NJ","North Brunswick, NJ",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1
232,Business Analyst-Market Data,41000.00,78000.00,"Jersey City, NJ","New York, NY",501 to 1000 employees,1984,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1
233,Content Analyst/Data BA-Bus/Tech Strategy - Investment Bank,41000.00,78000.00,"Jersey City, NJ","New York, NY",201 to 500 employees,1985,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,-1
234,Data Analyst,41000.00,78000.00,"Lake Success, NY","Lake Success, NY",1001 to 5000 employees,1997,Subsidiary or Business Segment,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Northwell Health, Stony Brook University Medical, Catholic Health Services of Long Island",-1
235,"Senior Analyst, AB Testing and Data Operations",41000.00,78000.00,"New York, NY","Lanham, MD",1001 to 5000 employees,2008,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1,TRUE
236,Data Warehouse Analyst,41000.00,78000.00,"New York, NY","Princeton, NJ",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1
